first_dancer,second_dancer
JAVIER RODRIGUEZ,MOIRA CASTELLANO
MILENA PLEBS,DEMIÁN GARCÍA
Pablo Retamar,Anita Monteagudo
MOIRA CASTELLANO,CORINA HERRERA
CORINA HERRERA,PABLO RODRIGUEZ
A.Frolov,M.Frolova -
SABRINA,RUBEN VELIZ
"TOTI"" MÁRQUEZ",ANABELA BROGIOLI
DANIEL NACUCCHIO,CRISTINA SOSA
NITO,ELBA en
MOIRA CASTELLANO,RICARDO BIGGERI
CECILIA GARCIA,SERKAN GOKCESU
DANA FRÍGOLI,ADRIAN FERREYRA
GASTÓN TORELLI,MOIRA CASTELLANO
DEMIAN GARCIA,NADIA JOHNSON
CECILIA GARCÍA,SERKAN GOKCESU
OSKY CASAS,TAJANA BURGER
PABLO RODRÍGUEZ,CORINA HERRERA
SEBASTIAN JIMENEZ,MARIA INES
DANIEL NACUCCHIO,CRISTINA SOSA
ALEJANDRA MANTIÑAN,DANILO MADDALENA
CORINA HERRERA,MELINA BRUFMAN
GASTÓN TORELLI,MOIRA CASTELLANO
DANA FRÍGOLI,ADRIAN FERREYRA
JAVIER RODRÍGUEZ,VIRGINIA PANDOLFI
CAROLINA COUTO,EMANUEL LEDESMA
DANA FRIGOLI,ADRIÁN FERREYRA
GASTÓN TORELLI,MOIRA CASTELLANO
DEMIAN GARCIA,NADIA JOHNSON
DANIEL NACUCCHIO,CRISTINA SOSA
DANIEL NACUCCHIO,CRISTINA SOSA
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
VANESA VILLALBA,FACUNDO PIÑERO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
OCTAVIO FERNÁNDEZ,ANDRÉS MOLINA
MILENA PLEBS,SEBASTIAN ACHÁVAL
ALEJANDRA MANTIÑAN,DANILO MADDALENA
Martín Giorgini,Noelia Coletti
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
LORENA ERMOCIDA,PANCHO MARTÍNEZ
PABLO INZA,SOFIA SABORIDO
JOHANA COPES,ALEJANDRO BERON
DANA FRÍGOLI,JON LAMBERT
MAXIMILIANO CRISTIANI,LUCIA CONDE
GUILLERMO CERNEAZ,GABY MATALONI
FEDERICO NAVEIRA,SABRINA MASSO
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
ALEJANDRO LARENAS,MARISOL MORALES
MAXIMILIANO CRISTIANI,LUCIA CONDE
"""CHICHO"" FRÚMBOLI",MOIRA CASTELLANO
NOELIA HURTADO,CARLOS ESPINOZA
ALEJANDRA MANTIÑAN,GUSTAVO RUSSO
Adrián Ferreyra,Rocío Lequio
LORENA ERMOCIDA,PANCHO MARTINEZ
DIEGO AMORÍN,CECILIA CAPELLO
Juan Alonso,Maria Silvia
KRISHNA OLMEDO,JÉSICA GÓMEZ.
ERNESTO BALMACEDA,STELLA BAEZ
ROBERTO ZUCCARINO,MAGDALENA VALDEZ
LORENA ERMOCIDA,PANCHO MARTINEZ
PABLO RODRIGUEZ,CAROLINA COUTO
JULIO BALMACEDA,CORINA DE
FABIAN PERALTA,JOSEFINA BERMUDEZ
CORINA HERRERA,MARIELA SAMETBAND
FABIAN PERALTA,JOSEFINA BERMÚDEZ
MILENA PLEBS,LAUTARO CANCELA
FERNANDO GALERA,INÉS MUZZOPAPPA
ROBERTO ZUCCARINO,MAGDALENA VALDEZ
LOS ALONSO,SERGIO GIRAUDO
JORGE GARCÍA,SANDRA MASERA
OCTAVIO FERNÁNDEZ,ANDRÉS MOLINA
Yana Khalilova,Victoria Geier
FABIAN PERALTA,JOSEFINA BERMUDEZ
JAVIER RODRIGUEZ,GUILLERMINA QUIROGA
LUCILA CIONCI,"RODRIGO ""JOE"""
MILENA PLEBS,LAUTARO CANCELA
FERNANDO GALERA,INÉS MUZZOPAPPA
JAVIER RODRIGUEZ,MOIRA CASTELLANO
LORENA ERMOCIDA,PANCHO MARTINEZ
MAGDALENA GUTIERREZ,GERMAN BALLEJO
LOS TOTIS,VIRGINIA PANDOLFI
ROBERTO REIS,NATALIA LAVANDEIRA
RODRIGO FONTI,YAMILA IVONNE
ALEJANDRA MANTIÑAN,MARIANO OTERO
VIRGINIA GOMEZ,CHRISTIAN MARQUEZ
MARTÍNEZ PEY,ALEJANDRA GUTTY
ALEJANDRA MANTIÑAN,GONZALO ANGELES
JORGE,LILIANA RODRIGUEZ
STELLA BAEZ,ERNESTO BALMACEDA
BRUNO TOMBARI,"MARIÁNGELES CAAMAÑO,"
BRUNO TOMBARI,ROCÍO LEQUIO
Ricardo Biggeri,Sole Larretapia
FERNANDO GRACIA,SOL CERQUIDES
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
"""CHICHO"" FRÚMBOLI",MOIRA CASTELLANO
"ALBERTO PODESTÁ,",NITO Y
STELLA BAEZ,ERNESTO BALMACEDA
ALEJANDRA MANTIÑAN,GONZALO ANGELES
BRUNO TOMBARI,ROCÍO LEQUIO
SABRINA,RUBEN VELIZ
MARIELA SAMETBAND,"GUILLE ""PEQUE"""
"""CHICHO"" FRÚMBOLI",MOIRA CASTELLANO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
OSKY CASAS,TAJANA BURGER
Magdalena Valdez,Cristhian Sosa.
ALEJANDRA MANTIÑAN,DANILO MADDALENA
SERGIO GIRAUDO,TERESA ICHIKAWA
GASTÓN TORELLI,MOIRA CASTELLANO
DANA FRÍGOLI,ADRIAN FERREYRA
MOIRA CASTELLANO,RICARDO BIGGERI
DEMIAN GARCIA,NADIA JOHNSON
GASTÓN TORELLI,MOIRA CASTELLANO
DANIEL NACUCCHIO,CRISTINA SOSA
SEBASTIAN JIMENEZ,MARIA INES
OSKY CASAS,TAJANA BURGER
Giggio Giovanni,"Yanina Radzishevskaya,"
DANA FRÍGOLI,ADRIAN FERREYRA
CECILIA GARCIA,SERKAN GOKCESU
MOIRA CASTELLANO,RICARDO BIGGERI
MAXIMILIANO CRISTIANI,LUCIA CONDE
ALEJANDRA HOBERT,ADRIÁN VEREDICE
DAMIAN ROSENTHAL,VANESSA FATAUROS
INES BOGADO,JORGE LÓPEZ
NOELIA HURTADO,CARLOS ESPINOZA
"""CHICHO"" FRÚMBOLI",MOIRA CASTELLANO
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
LORENA ERMOCIDA,PANCHO MARTÍNEZ
FERNANDO GALERA,SILVINA VALZ
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
CECILIA PICCINNI,RICARDO BIGGERI
ALEJANDRO LARENAS,MARISOL MORALES
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
NOELIA HURTADO,CARLOS ESPINOZA
JOHANA COPES,ALEJANDRO BERON
LORENA ERMOCIDA,PANCHO MARTÍNEZ
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
GABRIEL ANGIÓ,NATALIA GAMES
SABRINA TONELLI,RAÚL PARDO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
VIRGINIA GOMEZ,CHRISTIAN MARQUEZ
VANESA VILLALBA,FACUNDO PIÑERO
JULIO BALMACEDA,VIRGINIA VASCONI
PABLO INZA,SOFIA SABORIDO
BETSABET FLORES,JONATHAN SPITEL
ALEJANDRA MANTIÑAN,DANILO MADDALENA
FABIÁN PERALTA,JOSEFINA BERMÚDEZ
"""EL PÁJARO""",NATALIA CRISTÓBAL
MELINA BRUFMAN,JUAN PAULO
VIRGINIA GOMEZ,CHRISTIAN MARQUEZ
NIEVES REGO,FABIAN PERALTA
JULIO BALMACEDA,VIRGINIA VASCONI
VANESA VILLALBA,FACUNDO PIÑERO
PABLO INZA,SOFIA SABORIDO
DANA FRIGOLI,ADRIAN FERREYRA
ALEJANDRA HOBERT,ADRIAN VEREDICE
FABIÁN PERALTA,JOSEFINA BERMÚDEZ
INES BOGADO,JORGE LÓPEZ
DANIEL NACUCCHIO,CRISTINA SOSA
JAVIER RODRIGUEZ,MOIRA CASTELLANO
SEBASTIÁN ACHAVAL,ROXANA SUÁREZ
NÉSTOR AZORÍN,FÁTIMA VITALE
VANESA VILLALBA,FACUNDO PIÑERO
ERNESTO BALMACEDA,STELLA BAEZ
CECILIA GARCÍA,SERKAN GOKCESU
SEBASTIÁN ACHAVAL,ROXANA SUÁREZ
SABRINA,RUBEN VELIZ
JAVIER RODRIGUEZ,MOIRA CASTELLANO
NITO,ELBA: Tengo
JAVIER RODRIGUEZ,NOELIA BARSI
Chico Frumboli,Juana Sepulveda
ROXANA SUÁREZ,SEBASTIAN ACHÁVAL
SOL CERQUIDES,FERNANDO GRACIA
CLAUDIO GONZÁLEZ,MELINA BRUFMAN
SEBASTIÁN ACHAVAL,ROXANA SUÁREZ
CECILIA PICCINNI,ANDRÉS MOLINA
Virginia Gómez,Christian Márquez
FERNANDO GRACIA,SOL CERQUIDES
MAGDALENA GUTIERREZ,GERMAN BALLEJO
LAZA MORENO,LUCIANA ARREGUI
GUILLERMINA QUIROGA,MARIANO DIEGO
DANIEL NACUCCHIO,CRISTINA SOSA
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
OSVALDO,COCA en
RICARDO BIGGERI,SOLEDAD LARRETAPIA
ALDANA FIGUEROA,FACUNDO BARRIONUEVO
LAZA MORENO,LUCIANA ARREGUI
FERNANDO GRACIA,SOL CERQUIDES
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
DANIEL NACUCCHIO,CRISTINA SOSA
RICARDO BIGGERI,SOLEDAD LARRETAPIA
NITO,ELBA en
CORINA HERRERA,PABLO ALVAREZ
SANTIAGO CASTRO,CARLA ROSSI
JOE CORBATA,LUCILA CIONCI
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
OSVALDO ZOTTO,GERALDINE ROJAS.
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
BRUNO TOMBARI,ROCÍO LEQUIO
JULIO BALMACEDA,VIRGINIA VASCONI
GUILLERMINA QUIROGA,JUNIOR CERVILA
CORINA HERRERA,OCTAVIO FERNÁNDEZ
KATRIN URWITZ,JORGE FRIAS
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
SABRINA,RUBEN VELIZ
SABRINA,RUBEN VELIZ
DEMIÁN GARCÍA,FATIMA VITALE
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
DANA FRIGOLI,FERNANDO GALERA
OSKY CASAS,TAJANA BURGER
ALEJANDRA MANTIÑAN,LEANDRO GOMEZ
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
RODRIGO FONTI,MAJO MARTIRENA
DEMIÁN GARCÍA,FATIMA VITALE
MARIELA SAMETBAND,GUILLE BARRIONUEVO
ALEJANDRA MANTIÑAN,LEANDRO GOMEZ
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
MELINA BRUFMAN,SERGIO DÍAZ
JONATHAN SAAVEDRA,CLARISA ARAGÓN
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
ALEJANDRO LARENAS,MARISOL MORALES
INES BOGADO,JORGE LOPEZ
PABLO RODRÍGUEZ,CORINA HERRERA
MOIRA CASTELLANO,GASTÓN TORELLI
ROCIO LEQUIO,BRUNO TOMBARI
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
Osvaldo,Coca en
INES BOGADO,JORGE LÓPEZ
EDUARDO CAPUSSI,MARIANA FLORES
GUILLERMO CERNEAZ,MARINA KENNY
MUNDIALITO 2014,2015 bailando
PABLO RODRÍGUEZ,CORINA HERRERA
OCTAVIO FERNANDEZ,GUILLE BARRIONUEVO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
EDUARDO CAPUSSI,MARIANA FLORES
INES BOGADO,JORGE LÓPEZ
LORENA ERMOCIDA,PANCHO MARTÍNEZ
ROBERTO ZUCCARINO,MAGDALENA VALDEZ
ALEJANDRO LARENAS,MARISOL MORALES
DANA FRÍGOLI,ADRIÁN FERREYRA
"""CHICHO"" FRUMBOLI",MOIRA CASTELLANO
PABLO RODRÍGUEZ,CORINA HERRERA
Pablo Villarraza,Carolina Lafata
BRUNO TOMBARI,ROCÍO LEQUIO
SABRINA,RUBEN VELIZ
ROBERTO ZUCCARINO,MAGDALENA VALDEZ
CORINA HERRERA,MARIELA SAMETBAND
ALEJANDRO LARENAS,MARISOL MORALES
MARTINA WALDMAN,JOSE FERNÁNDEZ
Martín Giorgini,Noelia Coletti
NIEVES REGO,PANCHO MARTINEZ
DANA FRÍGOLI,ADRIÁN FERREYRA
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
ROXANA SUAREZ,SEBASTIAN ACHAVAL
CORINA HERRERA,OCTAVIO FERNÁNDEZ
RODRIGO FONTI,YAMILA IVONNE
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
LAILA REZK,LEANDRO OLIVER
JAVIER RODRIGUEZ,MOIRA CASTELLANO
NOELIA HURTADO,CARLOS ESPINOZA
GASTON TORELLI,MARIANA DRAGONE
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
LAILA REZK,LEANDRO OLIVER
FLACO DANY,SILVINA VALZ
JONATHAN AGUERO,VIRGINIA PANDOLFI
CLAUDIO GONZÁLEZ,JUNIOR CERVILA
JULIO BALMACEDA,CORINA DE
JULIO BALMACEDA,CORINA DE
FABIAN PERALTA,JOSEFINA BERMUDEZ
LUCILA CIONCI,"RODRIGO ""JOE"""
AURORA LUBIZ,FERNANDO GALERA
DANA FRÍGOLI,ADRIAN FERREYRA
GUILLERMO CERNEAZ,MARINA KENNY
ALEJANDRA MANTIÑAN,AONIKEN QUIROGA
EUGENIA PARRILLA,YANICK WYLER
SABRINA,RUBEN VÉLIZ
INÉS MUZZOPAPPA,DANTE SÁNCHEZ
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
Pablo Retamar,Anita Monteagudo
VIRGINIA PANDOLFI,SANTIAGO CASTRO
GERMAN BALLEJO,MAGDALENA GUTIÉRREZ
LORENA ERMOCIDA,PANCHO MARTÍNEZ
VIRGINIA PANDOLFI,JONATAN AGUERO
JULIO BALMACEDA,CORINA DE
GUILLERMO CERNEAZ,MARINA KENNY
CAROLINA GIANNINI,LEO DI
SEBASTIÁN JIMÉNEZ,MARÍA INÉS
ALEJANDRA MANTIÑAN,LEANDRO GOMEZ
MARIELA SAMETBAND,GUILLE BARRIONUEVO
PABLO INZA,SOFÍA SABORIDO
CECILIA GARCÍA,SERKAN GOKCESU
ANDRÉS MOLINA,NATACHA LOCKWOOD
LAZA MORENO,LUCIANA ARREGUI
GUILLERMO CERNEAZ,MARINA KENNY
MARIELA SAMETBAND,GUILLE BARRIONUEVO
LORENA ERMOCIDA,PANCHO MARTÍNEZ
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
CECILIA GARCIA,SERKAN GOKCESU
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
DEMIÁN GARCÍA,FATIMA VITALE
LUCILA CIONCI,JOE CORBATA
CECILIA GARCÍA,SERKAN GOKCESU
ROCIO LEQUIO,BRUNO TOMBARI
EDUARDO CAPUSSI,MARIANA FLORES
MARTHA ANTÓN,EL GALLEGO
GUILLERMO CERNEAZ,MARINA KENNY
PABLO RODRÍGUEZ,CORINA HERRERA
ALEJANDRA MANTIÑAN,MARTIN OJEDA
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
ROCIO LEQUIO,BRUNO TOMBARI
MARÍA,CARLOS RIVAROLA
INES BOGADO,JORGE LÓPEZ
CORINA HERRERA,PABLO RODRIGUEZ
ANDRÉS MOLINA,NATACHA LOCKWOOD
MACARENA SUKANEC,ALEJANDRO LENCINA
Pablo Retamar,Anita Monteagudo
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
NITO,ELBA en
Virginia Gómez,Christian Márquez
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
"PAREJA ""PAREJITA""",LAURA GRANDI
DANIEL NACUCCHIO,CRISTINA SOSA
NOELIA COLETTI,PABLO MARTIN
RICARDO BIGGERI,SOLEDAD LARRETAPIA
Virginia Gómez,Christian Márquez
EDWIN ESPINOSA,ALEXA YEPES
GUILLERMINA QUIROGA,MARIANO DIEGO
FERNANDO GRACIA,SOL CERQUIDES
GUILLE BARRIONUEVO,MARIELA SAMETBAND
CECILIA CAPELLO,DIEGO AMORÍN
ALEJANDRO LARENAS,MARISOL MORALES
SANTIAGO CASTRO,CARLA ROSSI
JAVIER ANTAR,KARA WENHAM
"""LA VIKINGA""",GLENDA SALAS
GUILLE BARRIONUEVO,MARIELA SAMETBAND
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
CECILIA GARCÍA,SERKAN GOKCESU
JULIO BALMACEDA,VIRGINIA VASCONI
VANESA VILLALBA,FACUNDO PIÑERO
NOELIA HURTADO,CARLOS ESPINOZA
SANTIAGO CASTRO,CARLA ROSSI
GUILLERMO CERNEAZ,MARINA KENNY
CORINA HERRERA,PABLO ALVAREZ
JESICA GOMEZ,FRANCO ANDRADA
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
LAILA REZK,LEANDRO OLIVER
EUGENIA PARRILLA,YANICK WYLER
JUAN MALIZIA,MANUELA ROSSI
ALEJANDRA MANTIÑAN,AONIKEN QUIROGA
MIRIAM COPELLO,CRISTIAN CORREA
ALEJANDRA MANTIÑAN,MARTIN OJEDA
VIRGINIA PANDOLFI,JONATAN AGUERO
MARIELA SAMETBAND,"GUILLE ""EL"
MOIRA CASTELLANO,MARIELA SAMETBAND
JULIO BALMACEDA,CORINA DE
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
DANA FRÍGOLI,ADRIÁN FERREYRA
FABIAN PERALTA,JOSEFINA BERMUDEZ
DANA FRÍGOLI,ADRIÁN FERREYRA
CARLOS COPELLO,ANABELA BROGIOLI
RICARDO BIGGERI,SOLEDAD LARRETAPIA
CECILIA PICCINNI,ROLO VALDIVIA
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
INÉS MUZZOPAPPA,DANTE SÁNCHEZ
LORENA ERMOCIDA,PANCHO MARTÍNEZ
CLAUDIO GONZÁLEZ,JUNIOR CERVILA
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
INÉS MUZZOPAPPA,DANTE SÁNCHEZ
NOELIA HURTADO,CARLOS ESPINOZA
CORINA HERRERA,PABLO RODRIGUEZ
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
MARTINA WALDMAN,JOSE FERNÁNDEZ
ALEJANDRO LARENAS,MARISOL MORALES
PABLO RODRÍGUEZ,CORINA HERRERA
SABRINA,RUBEN VELIZ
JULIO BALMACEDA,CORINA DE
SABRINA,RUBEN VELIZ
DANA FRÍGOLI,ADRIÁN FERREYRA
ROBERTO ZUCCARINO,MAGDALENA VALDEZ
SABRINA,RUBEN VELIZ
Ricardo Biggeri,Sole Larretapia
MARTINA WALDMAN,JOSE FERNÁNDEZ
PABLO RODRÍGUEZ,CORINA HERRERA
Martín Ojeda,Guadalupe García
CECILIA PICCINNI,ANDRÉS MOLINA
MARTIN GIORGINI,NOELIA COLETTI
SABRINA,RUBEN VELIZ
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
VIRGINIA PANDOLFI,JONATAN AGUERO
ALEJANDRO LARENAS,MARISOL MORALES
ROXANA SUAREZ,SEBASTIAN ACHAVAL
GASTON TORELLI,MARIANA DRAGONE
CORINA HERRERA,INES MUZZOPAPPA
MYRIAM PINCEN,HORACIO PRESTAMO
BRUNO TOMBARI,ROCÍO LEQUIO
LAILA REZK,LEANDRO OLIVER
NAZARENO TOZZI,YANINA MEISINGER
OCTAVIO FERNANDEZ,CECILIA CAPELLO
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
RODRIGO FONTI,YAMILA IVONNE
KATRIN URWITZ,JORGE FRIAS
ROXANA SUAREZ,SEBASTIAN ACHAVAL
VIRGINIA PANDOLFI,JONATAN AGUERO
CRISTINA SOSA,DANIEL NACUCCHIO
PABLO INZA,SOFÍA SABORIDO
INES BOGADO,JORGE LOPEZ
MOIRA CASTELLANO,GASTÓN TORELLI
ALEJANDRA MANTIÑAN,MARTIN OJEDA
ROCIO LEQUIO,BRUNO TOMBARI
SEBASTIAN JIMENEZ,MARIA INES
GUILLERMO CERNEAZ,MARINA KENNY
ALEJANDRA MANTIÑAN,MARTIN OJEDA
OCTAVIO FERNANDEZ,GUILLE BARRIONUEVO
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
VANESA VILLALBA,FACUNDO PIÑERO
"""EL PÁJARO""",NATALIA CRISTÓBAL
PABLO INZA,SOFÍA SABORIDO
CECILIA GARCÍA,SERKAN GOKCESU
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
Adrián Ferreyra,Rocío Lequio
"TOTI"" MÁRQUEZ",ANABELA BROGIOLI
EZEQUIEL FARFARO,CORINA HERRERA
CECILIA GARCÍA,SERKAN GOKCESU
DANA FRÍGOLI,ADRIÁN FERREYRA
RODRIGO FONTI,MAJO MARTIRENA
PABLO INZA,SOFÍA SABORIDO
CECILIA GARCÍA,SERKAN GOKCESU
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
MARIELA SAMETBAND,GUILLE BARRIONUEVO
CECILIA CAPELLO,DIEGO AMORÍN
JONATHAN SAAVEDRA,CLARISA ARAGÓN
DANA FRÍGOLI,ADRIÁN FERREYRA
MELINA BRUFMAN,SERGIO DÍAZ
CORINA HERRERA,PABLO ALVAREZ
SANTIAGO CASTRO,CARLA ROSSI
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
LAILA REZK,LEANDRO OLIVER
RICARDO BIGGERI,SOLEDAD LARRETAPIA
JOE CORBATA,LUCILA CIONCI
CECILIA GARCÍA,SERKAN GOKCESU
GUILLERMINA QUIROGA,JUNIOR CERVILA
CORINA HERRERA,OCTAVIO FERNÁNDEZ
SABRINA,RUBEN VELIZ
ALEJANDRO LARENAS,MARISOL MORALES
CECILIA GARCÍA,SERKAN GOKCESU
CECILIA CAPELLO,DIEGO AMORÍN
Virginia Gómez,Christian Márquez
GABRIEL ANGIÓ,NATALIA GAMES
GUILLERMINA QUIROGA,MARIANO DIEGO
"""CHICHO"" FRUMBOLI",MOIRA CASTELLANO
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
ALEJANDRO LARENAS,MARISOL MORALES
NOELIA COLETTI,PABLO MARTIN
ALDANA FIGUEROA,FACUNDO BARRIONUEVO
Yana Khalilova,Victoria Geier
NOELIA COLETTI,PABLO MARTIN
IVAN TERRAZAS,SARA GRDAN
INÉS MUZZOPAPPA,DANTE SÁNCHEZ
NOELIA HURTADO,CARLOS ESPINOZA
NIEVES REGO,PANCHO MARTINEZ
CECILIA PICCINNI,ROLO VALDIVIA
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
OZGUR DEMIR,MARINA MARQUES
GERMAN BALLEJO,MAGDALENA GUTIÉRREZ
VIRGINIA PANDOLFI,SANTIAGO CASTRO
LAILA REZK,LEANDRO OLIVER
MARÍA,CARLOS RIVAROLA
NOELIA HURTADO,CARLOS ESPINOZA
CECILIA PICCINNI,ROLO VALDIVIA
CHRISTIAN MÁRQUEZ,VIRGINIA GÓMEZ
MARIELA SAMETBAND,"GUILLE ""EL"
ROCIO LEQUIO,MARIANA SOLER
SABRINA,RUBEN VELIZ
DANA FRÍGOLI,ADRIÁN FERREYRA
AURORA LUBIZ,FERNANDO GALERA
SABRINA,RUBEN VÉLIZ
ROXANA SUAREZ,SEBASTIAN ACHAVAL
CORINA HERRERA,OCTAVIO FERNÁNDEZ
RODRIGO FONTI,YAMILA IVONNE
PABLO INZA,SOFÍA SABORIDO
JAVIER RODRIGUEZ,MOIRA CASTELLANO
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
NOELIA HURTADO,CARLOS ESPINOZA
GASTON TORELLI,MARIANA DRAGONE
EZEQUIEL FARFARO,CORINA HERRERA
JONATHAN AGUERO,VIRGINIA PANDOLFI
FLACO DANY,SILVINA VALZ
MAXIMILIANO CRISTIANI,KARINA COLMEIRO
NOELIA HURTADO,CARLOS ESPINOZA
VIRGINIA PANDOLFI,JONATAN AGUERO
JULIO BALMACEDA,CORINA DE
NITO,ELBA en
LORENA ERMOCIDA,PANCHO MARTÍNEZ
SABRINA,RUBEN VELIZ
SABRINA,RUBEN VELIZ
JULIO BALMACEDA,CORINA DE
SABRINA,RUBEN VELIZ
MARTÍNEZ PEY,CELIA BLANCO
NIEVES REGO,PANCHO MARTINEZ
JULIO BALMACEDA,CORINA DE
MARTINA WALDMAN,JOSE FERNÁNDEZ
SABRINA,RUBEN VELIZ
VIRGINIA PANDOLFI,VIRGINIA PANDOLFI
SOL CERQUIDES,FERNANDO GRACIA
GUILLERMINA QUIROGA,JUNIOR CERVILA
JAVIER ANTAR,KARA WENHAM
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
JAVIER RODRÍGUEZ,VIRGINIA PANDOLFI
CORINA HERRERA,OCTAVIO FERNÁNDEZ
JOE CORBATA,LUCILA CIONCI
ROXANA SUÁREZ,SEBASTIAN ACHAVAL
VANESA VILLALBA,FACUNDO PIÑERO
NOELIA HURTADO,CARLOS ESPINOZA
JULIO BALMACEDA,VIRGINIA VASCONI
DANA FRÍGOLI,PEDRO FARIAS
JESICA GOMEZ,FRANCO ANDRADA
GUILLERMINA QUIROGA,JUNIOR CERVILA
JOE CORBATA,LUCILA CIONCI
CORINA HERRERA,OCTAVIO FERNÁNDEZ
CRISTIAN LÓPEZ,LORENA CABRERA.
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
NITO,ELBA en
LAZA MORENO,LUCIANA ARREGUI
MARIELA SAMETBAND,GUILLERMO BARRIONUEVO
"""CHICHO"" FRUMBOLI",JUANA SEPULVEDA
DANIEL NACUCCHIO,CRISTINA SOSA
FERNANDO GALERA,PIA GALIANO
RICARDO BIGGERI,SOLEDAD LARRETAPIA
NOELIA COLETTI,PABLO MARTIN
FERNANDO GRACIA,SOL CERQUIDES
GUILLE BARRIONUEVO,MARIELA SAMETBAND
EDUARDO CAPUSSI,MARIANA FLORES
GUILLERMO CERNEAZ,MARINA KENNY
PABLO RODRÍGUEZ,CORINA HERRERA
GUILLERMO CERNEAZ,MARINA KENNY
ALEJANDRA MANTIÑAN,MARTIN OJEDA
RODRIGO PALACIOS,AGUSTINA BERENSTEIN
ALE MANTIÑAN,MARTIN OJEDA
DAMIAN ESELL,NANCY LOUZAN
INES BOGADO,JORGE LÓPEZ
INES BOGADO,JORGE LOPEZ
MOIRA CASTELLANO,JAVIER RODRÍGUEZ
OCTAVIO FERNÁNDEZ,ANDRÉS MOLINA
MACARENA SUKANEC,ALEJANDRO LENCINA
ANDRÉS MOLINA,NATACHA LOCKWOOD
CAROLINA GIANNINI,LEO DI
ALEJANDRA MANTIÑAN,LEANDRO GOMEZ
MELINA BRUFMAN,SERGIO DÍAZ
MOIRA CASTELLANO,CARLA MARANO
Germán Cuestas,Yamila Ivonne
JONATHAN SAAVEDRA,CLARISA ARAGÓN
CECILIA GARCÍA,SERKAN GOKCESU
PABLO INZA,SOFÍA SABORIDO
ARIADNA NAVEIRA,MARIELA SAMETBAND
MELINA BRUFMAN,SERGIO DÍAZ
DANA FRÍGOLI,ADRIÁN FERREYRA
JONATHAN SAAVEDRA,CLARISA ARAGÓN
ARIADNA NAVEIRA,FERNANDO SÁNCHEZ
"""CHICHO"" FRÚMBOLI",JUANA SEPÚLVEDA
DEMIÁN GARCÍA,FATIMA VITALE
LUCILA CIONCI,JOE CORBATA
CECILIA GARCIA,SERKAN GOKCESU
